watch_id,user_id,content_id,watch_time_minutes,watch_date,device
W10231,841,s3714,111,2026-03-07,Laptop
W10232,718,s4148,148,2025-09-26,Laptop
W10233,1201,s2923,156,2025-03-29,Tablet
W10234,1684,s6910,83,2025-04-11,Mobile
W10235,1659,s7999,76,2025-08-22,TV
W10236,975,s90,16,2025-07-12,TV
W10237,911,s4012,100,2025-05-03,Tablet
W10238,1903,s128,22,2026-02-19,Tablet
W10239,1810,s2551,31,2026-02-01,Tablet
W10240,1450,s4935,86,2026-02-22,TV
W10241,203,s6437,149,2025-04-04,Tablet
W10242,653,s5367,107,2025-11-17,Tablet
W10243,1245,s957,95,2026-02-07,Tablet
W10244,373,s5433,122,2026-02-06,Laptop
W10245,234,s170,160,2025-10-07,Laptop
W10246,1327,s5704,136,2026-02-20,TV
W10247,1270,s6763,28,2025-03-10,Tablet
W10248,886,s7534,164,2025-05-28,Tablet
W10249,1681,s6557,100,2025-08-04,Laptop
W10250,1309,s231,113,2025-09-19,Laptop
W10251,1057,s2232,22,2025-07-28,Tablet
W10252,1204,s4111,22,2025-11-20,TV
W10253,1448,s7965,114,2025-09-10,TV
W10254,1136,s2658,72,2026-03-07,Mobile
W10255,373,s1377,33,2025-09-24,TV
W10256,899,s3638,169,2025-10-14,Tablet
W10257,777,s2693,31,2025-09-23,Laptop
W10258,1473,s4863,53,2025-05-11,TV
W10259,895,s7440,162,2025-09-20,Tablet
W10260,1856,s679,116,2026-03-03,Mobile
W10261,548,s4733,155,2025-06-10,TV
W10262,1530,s3743,126,2025-07-11,Mobile
W10263,1141,s3029,57,2025-07-25,TV
W10264,1269,s7815,154,2026-02-17,Laptop
W10265,597,s13,129,2025-09-20,Laptop
W10266,143,s8500,68,2025-06-07,TV
W10267,53,s3983,13,2025-09-21,Mobile
W10268,1338,s2449,162,2025-06-04,TV
W10269,1496,s5956,179,2025-05-07,Tablet
W10270,28,s609,38,2025-10-24,Laptop
W10271,1239,s381,121,2025-05-20,Tablet
W10272,713,s5250,134,2025-12-09,Tablet
W10273,185,s8575,111,2025-12-27,Laptop
W10274,42,s8337,104,2025-12-30,Laptop
W10275,422,s5324,137,2025-04-08,Tablet
W10276,118,s8517,90,2025-07-15,Tablet
W10277,45,s6128,49,2025-09-04,Laptop
W10278,28,s1327,131,2025-06-04,Mobile
W10279,596,s1641,103,2025-10-06,TV
W10280,552,s4755,176,2025-11-13,Mobile
W10281,1133,s946,61,2025-03-23,Tablet
W10282,771,s6735,153,2025-04-26,Laptop
W10283,1493,s4368,172,2025-06-01,TV
W10284,42,s165,100,2025-10-10,Tablet
W10285,1683,s3005,87,2025-08-06,Tablet
W10286,493,s3826,87,2025-12-06,TV
W10287,816,s5416,20,2025-11-25,Mobile
W10288,1580,s2297,19,2025-10-31,Mobile
W10289,811,s5796,104,2026-02-04,Tablet
W10290,570,s2550,163,2025-08-28,TV
W10291,90,s4648,35,2025-08-23,Laptop
W10292,1544,s3985,170,2025-11-17,Tablet
W10293,1194,s831,118,2025-09-17,Tablet
W10294,1895,s3058,69,2025-08-01,Laptop
W10295,1184,s2694,176,2025-07-20,Tablet
W10296,949,s2261,119,2025-07-10,Mobile
W10297,558,s1105,150,2025-09-15,Tablet
W10298,1489,s5779,92,2025-07-19,Tablet
W10299,1067,s7947,102,2025-12-12,Mobile
W10300,933,s7930,41,2025-07-20,Laptop
W10301,711,s4866,132,2025-03-30,Laptop
W10302,1179,s7415,110,2025-08-07,Laptop
W10303,37,s397,40,2025-11-15,Laptop
W10304,680,s6867,160,2025-04-25,Tablet
W10305,1584,s6319,16,2025-07-30,Mobile
W10306,370,s735,98,2025-05-04,TV
W10307,244,s4551,102,2025-05-09,Tablet
W10308,1993,s1686,57,2025-12-09,Laptop
W10309,384,s6851,47,2026-01-24,Mobile
W10310,849,s3197,125,2025-07-17,TV
W10311,1856,s7320,45,2025-09-30,Mobile
W10312,438,s5447,160,2025-09-05,Tablet
W10313,509,s1795,19,2025-06-12,Laptop
W10314,1112,s5972,118,2025-04-19,Tablet
W10315,492,s8257,178,2025-10-30,Mobile
W10316,740,s5434,60,2025-06-22,TV
W10317,874,s1819,140,2026-02-28,Tablet
W10318,172,s1294,27,2025-11-11,Tablet
W10319,1319,s2857,32,2025-12-24,Mobile
W10320,150,s3073,30,2025-07-30,Mobile
W10321,615,s4187,119,2025-12-14,Tablet
W10322,1197,s4488,36,2026-02-06,Tablet
W10323,1116,s7371,47,2025-10-16,Mobile
W10324,1408,s3139,158,2025-08-11,Laptop
W10325,186,s4153,17,2025-07-20,Tablet
W10326,1220,s2648,111,2025-03-25,TV
W10327,1994,s5853,176,2025-08-21,Mobile
W10328,259,s6062,122,2025-10-18,Tablet
W10329,1893,s3349,16,2025-07-20,Mobile
W10330,1716,s2752,148,2025-11-01,TV
W10331,1560,s5071,144,2026-03-08,Mobile
W10332,139,s4104,135,2026-03-03,TV
W10333,1262,s4391,91,2025-07-17,TV
W10334,937,s8131,33,2025-08-05,Mobile
W10335,205,s1973,53,2025-04-12,Mobile
W10336,322,s1398,134,2025-05-28,Tablet
W10337,635,s4291,63,2025-10-31,Tablet
W10338,1004,s3156,10,2025-07-27,Laptop
W10339,529,s6240,59,2025-12-06,Mobile
W10340,1315,s4879,35,2026-01-18,Mobile
W10341,1612,s1689,16,2025-06-10,Mobile
W10342,651,s821,107,2026-01-03,Mobile
W10343,1169,s3425,157,2025-04-04,Mobile
W10344,1845,s4807,17,2025-05-03,Tablet
W10345,1677,s3097,173,2025-12-14,TV
W10346,42,s2458,43,2025-05-08,Laptop
W10347,272,s1616,24,2025-07-05,TV
W10348,255,s1649,41,2025-10-03,TV
W10349,1063,s7342,114,2025-03-13,TV
W10350,1645,s5033,98,2025-05-23,Tablet
W10351,359,s4085,102,2025-08-22,Mobile
W10352,366,s3607,117,2025-04-17,Tablet
W10353,822,s7465,59,2026-01-16,Tablet
W10354,1666,s1002,71,2025-04-10,Laptop
W10355,1158,s1743,14,2025-06-30,Laptop
W10356,103,s5993,171,2026-02-02,Tablet
W10357,1577,s4431,34,2025-06-09,Tablet
W10358,1217,s1372,81,2026-02-17,Tablet
W10359,1092,s2214,165,2025-10-19,TV
W10360,1834,s5243,55,2025-07-10,TV
W10361,568,s4318,32,2025-03-25,Laptop
W10362,103,s7667,132,2026-01-20,TV
W10363,587,s7183,177,2026-01-31,TV
W10364,157,s4170,95,2025-03-19,Tablet
W10365,1109,s8793,77,2025-06-18,Tablet
W10366,1690,s5089,165,2025-09-10,Laptop
W10367,727,s4350,179,2025-07-20,Mobile
W10368,567,s8536,146,2025-11-27,Mobile
W10369,1994,s7622,15,2025-09-25,Mobile
W10370,922,s1160,73,2026-02-15,TV
W10371,1512,s659,43,2025-07-24,Laptop
W10372,1335,s2183,94,2025-08-30,Laptop
W10373,1911,s2696,60,2025-08-26,TV
W10374,733,s4358,178,2025-07-18,Mobile
W10375,1786,s3239,10,2025-08-31,Tablet
W10376,1489,s3022,11,2025-04-20,Laptop
W10377,644,s6712,171,2025-07-31,Mobile
W10378,403,s3969,111,2025-09-12,TV
W10379,685,s1105,65,2026-02-23,TV
W10380,1301,s20,153,2025-11-16,Mobile
W10381,278,s4700,180,2025-12-11,Laptop
W10382,1529,s327,62,2025-06-13,Tablet
W10383,1233,s4721,160,2025-04-24,TV
W10384,568,s2533,36,2025-06-17,TV
W10385,1923,s5814,162,2025-04-08,Laptop
W10386,719,s653,13,2025-03-23,Tablet
W10387,1343,s7379,103,2026-02-17,Laptop
W10388,1348,s6103,45,2025-06-19,TV
W10389,1736,s1988,155,2025-09-12,Mobile
W10390,1427,s6345,179,2025-10-25,Mobile
W10391,221,s8716,69,2026-03-06,TV
W10392,803,s3521,151,2025-10-22,TV
W10393,750,s7676,162,2026-02-14,Laptop
W10394,138,s3563,132,2025-04-10,TV
W10395,1360,s6724,128,2025-05-07,Laptop
W10396,837,s2909,20,2025-05-05,Mobile
W10397,141,s810,49,2025-07-21,TV
W10398,775,s1798,177,2025-07-13,Mobile
W10399,811,s3703,79,2025-04-25,Laptop
W10400,663,s5930,178,2025-10-12,Laptop
W10401,1288,s7295,118,2026-01-31,Tablet
W10402,514,s8674,12,2025-10-07,Mobile
W10403,131,s1292,10,2026-02-23,Laptop
W10404,1730,s4142,108,2025-04-04,TV
W10405,1750,s4304,168,2025-11-07,Laptop
W10406,1057,s2688,117,2026-01-20,Mobile
W10407,351,s1373,82,2025-12-21,Laptop
W10408,1364,s928,168,2025-11-14,Mobile
W10409,347,s7746,132,2025-11-05,TV
W10410,1911,s7195,43,2025-11-02,Tablet
W10411,1419,s1379,84,2025-04-01,Laptop
W10412,469,s4939,66,2026-01-10,Laptop
W10413,1352,s2915,15,2026-02-10,Laptop
W10414,362,s6338,158,2025-11-11,Mobile
W10415,1201,s1917,82,2025-10-15,Laptop
W10416,846,s7647,102,2025-05-23,Laptop
W10417,1951,s5650,26,2025-10-01,Mobile
W10418,1376,s5414,16,2025-05-14,Laptop
W10419,803,s8098,127,2025-12-31,Mobile
W10420,873,s2207,28,2026-01-11,Tablet
W10421,1581,s7382,64,2025-05-07,TV
W10422,1243,s913,11,2025-03-10,Mobile
W10423,1810,s2165,79,2026-02-13,Mobile
W10424,1177,s4787,95,2025-11-17,Tablet
W10425,544,s6407,41,2025-05-06,TV
W10426,1490,s2618,24,2025-05-27,TV
W10427,584,s8016,163,2025-05-19,TV
W10428,400,s3896,154,2025-08-06,Mobile
W10429,338,s2364,145,2025-10-16,Tablet
W10430,626,s5045,80,2025-09-09,TV
W10431,1846,s6621,41,2026-02-05,Mobile
W10432,671,s2228,114,2025-10-19,Mobile
W10433,1485,s7573,104,2025-10-30,TV
W10434,1460,s8316,119,2025-10-27,Mobile
W10435,39,s2724,165,2025-09-02,Tablet
W10436,1367,s2447,121,2025-11-24,Tablet
W10437,1752,s8767,113,2025-07-09,Laptop
W10438,1881,s4915,126,2025-09-12,Mobile
W10439,1065,s2621,76,2025-10-10,Mobile
W10440,484,s7611,17,2025-04-12,Laptop
W10441,1799,s5135,172,2025-04-25,Tablet
W10442,1640,s7639,138,2025-09-25,Laptop
W10443,950,s7154,156,2025-07-02,TV
W10444,212,s4214,128,2025-06-03,Laptop
W10445,1498,s3091,132,2025-11-02,TV
W10446,1815,s2781,178,2026-02-23,Tablet
W10447,108,s8137,78,2025-04-12,Laptop
W10448,1036,s8790,92,2025-05-31,Laptop
W10449,1545,s8638,69,2025-05-02,Laptop
W10450,1512,s2556,90,2025-10-07,Mobile
W10451,1902,s7017,82,2026-03-06,Tablet
W10452,1593,s4830,94,2025-09-05,Mobile
W10453,571,s6224,103,2025-12-26,Mobile
W10454,476,s1410,124,2025-11-19,Laptop
W10455,1772,s6638,49,2026-01-10,TV
W10456,1644,s711,147,2025-04-26,TV
W10457,1493,s495,39,2025-12-13,TV
W10458,1401,s869,160,2025-05-09,Mobile
W10459,1430,s2033,130,2025-12-19,Laptop
W10460,1336,s1923,91,2025-06-02,TV
W10461,1525,s6665,97,2025-07-15,Laptop
W10462,855,s2548,153,2025-09-29,Tablet
W10463,1435,s6385,53,2025-11-18,Mobile
W10464,1432,s8282,132,2025-07-09,Mobile
W10465,260,s4651,160,2026-02-16,Laptop
W10466,1316,s2638,125,2025-08-11,Tablet
W10467,1294,s1277,146,2025-05-04,Tablet
W10468,1680,s8412,73,2025-09-17,Tablet
W10469,175,s6564,93,2025-06-01,Laptop
W10470,560,s1330,19,2025-11-13,Mobile
W10471,1138,s4220,83,2026-01-26,Tablet
W10472,472,s6903,13,2025-10-28,Tablet
W10473,1931,s1927,135,2025-07-07,Mobile
W10474,2000,s5474,10,2025-03-20,Laptop
W10475,1357,s6911,102,2025-12-30,Tablet
W10476,950,s5534,161,2025-10-03,Mobile
W10477,501,s6777,11,2025-11-26,Laptop
W10478,1692,s8073,177,2025-05-02,Laptop
W10479,1336,s6437,169,2025-05-24,Tablet
W10480,189,s5176,58,2025-03-19,Tablet
W10481,1808,s7889,163,2025-08-01,TV
W10482,290,s3312,38,2026-02-20,TV
W10483,994,s5531,110,2025-08-08,Laptop
W10484,1754,s7465,54,2025-07-27,Mobile
W10485,1716,s7844,92,2026-01-30,Mobile
W10486,1692,s6556,107,2025-09-22,Laptop
W10487,126,s4458,144,2025-12-17,Tablet
W10488,827,s4843,80,2025-09-08,TV
W10489,1247,s4987,152,2025-12-08,Tablet
W10490,1843,s2703,104,2025-09-15,TV
W10491,1494,s3430,73,2025-04-09,TV
W10492,1855,s3414,137,2025-12-20,Laptop
W10493,1282,s7735,159,2025-04-06,TV
W10494,1451,s6993,122,2025-04-16,Laptop
W10495,1687,s3188,139,2025-03-24,Tablet
W10496,637,s8660,21,2026-02-02,Laptop
W10497,1309,s1105,38,2025-07-16,Mobile
W10498,941,s4226,110,2025-07-13,Laptop
W10499,144,s3514,72,2025-11-26,Tablet
W10500,956,s2717,98,2025-08-29,Mobile
W10501,25,s3441,159,2026-01-31,Laptop
W10502,1815,s6637,48,2025-07-31,Tablet
W10503,1019,s8790,14,2025-09-16,TV
W10504,914,s8578,98,2025-08-11,TV
W10505,250,s3894,70,2025-07-06,Tablet
W10506,1488,s6140,166,2025-10-21,Tablet
W10507,671,s7419,15,2025-09-16,Laptop
W10508,1805,s1332,141,2025-11-17,TV
W10509,1077,s4011,58,2025-12-05,TV
W10510,983,s6506,143,2026-02-13,TV
W10511,399,s488,15,2025-12-26,Mobile
W10512,1427,s1843,72,2025-10-05,Tablet
W10513,881,s336,50,2025-07-25,Mobile
W10514,555,s3575,98,2025-09-26,Tablet
W10515,745,s8147,72,2025-03-21,Laptop
W10516,1600,s242,161,2026-01-19,Tablet
W10517,425,s2664,115,2026-02-18,Mobile
W10518,70,s1485,163,2025-12-06,TV
W10519,1303,s1978,81,2025-08-30,TV
W10520,1645,s3436,71,2025-05-27,Laptop
W10521,327,s8751,85,2026-01-28,Tablet
W10522,1338,s2194,25,2026-02-17,Laptop
W10523,1677,s4225,157,2025-11-05,Tablet
W10524,706,s4076,13,2025-05-30,TV
W10525,1978,s7486,69,2026-02-27,Tablet
W10526,872,s4739,173,2025-09-09,TV
W10527,477,s4435,161,2025-04-22,Laptop
W10528,1065,s4155,50,2025-05-01,Mobile
W10529,419,s8672,116,2025-11-06,Tablet
W10530,1010,s2377,12,2026-01-11,Laptop
W10531,1040,s8223,10,2025-12-04,TV
W10532,1382,s5581,38,2026-02-26,Tablet
W10533,487,s5840,178,2025-04-29,Mobile
W10534,1939,s654,90,2025-10-07,Tablet
W10535,1915,s6684,92,2025-11-05,TV
W10536,254,s4347,126,2025-07-23,Mobile
W10537,1166,s4105,127,2026-01-12,TV
W10538,1946,s5774,61,2025-12-31,Mobile
W10539,1735,s5467,158,2025-04-15,Tablet
W10540,389,s3138,69,2025-11-23,Mobile
W10541,1757,s1848,133,2025-04-08,Laptop
W10542,533,s905,25,2025-09-25,TV
W10543,1317,s3801,152,2025-09-04,Laptop
W10544,1456,s3681,54,2025-06-24,Mobile
W10545,897,s8217,67,2025-09-14,Tablet
W10546,1398,s7778,133,2025-03-25,Laptop
W10547,1971,s2683,70,2026-01-12,Laptop
W10548,1972,s8577,143,2025-03-29,Mobile
W10549,1966,s6274,21,2025-11-09,Laptop
W10550,846,s517,39,2025-08-17,TV
W10551,1612,s98,10,2025-04-26,Tablet
W10552,1121,s3971,141,2025-06-22,TV
W10553,466,s5891,15,2025-11-30,Mobile
W10554,300,s7411,84,2025-11-02,Laptop
W10555,62,s4504,107,2025-10-15,Laptop
W10556,298,s6918,98,2025-10-25,Mobile
W10557,1792,s7414,26,2026-01-30,Tablet
W10558,352,s8625,143,2025-06-27,Mobile
W10559,979,s6499,140,2025-09-06,Laptop
W10560,1690,s7506,177,2025-06-08,TV
W10561,693,s5026,30,2025-10-24,Tablet
W10562,1949,s1430,37,2026-02-21,Tablet
W10563,942,s1713,79,2026-02-03,Mobile
W10564,1130,s8793,42,2025-10-09,Mobile
W10565,1491,s3428,76,2025-09-24,Mobile
W10566,1798,s2429,92,2025-07-09,Mobile
W10567,1934,s5802,32,2026-02-19,Laptop
W10568,428,s7910,63,2026-02-02,Mobile
W10569,1363,s6935,156,2025-08-31,Mobile
W10570,97,s5134,142,2025-05-19,Mobile
W10571,832,s4005,143,2025-06-10,Mobile
W10572,819,s4952,36,2025-12-13,Laptop
W10573,1404,s5960,21,2025-09-20,TV
W10574,699,s4994,112,2025-04-25,Tablet
W10575,848,s550,101,2025-11-20,TV
W10576,1864,s3898,156,2025-05-28,Mobile
W10577,737,s6445,31,2025-10-29,TV
W10578,834,s5535,41,2026-02-09,TV
W10579,1435,s5392,45,2025-05-02,Mobile
W10580,232,s590,131,2025-06-30,Laptop
W10581,1476,s3859,148,2025-10-13,Laptop
W10582,478,s7962,109,2025-09-22,Tablet
W10583,269,s4367,157,2025-04-07,Mobile
W10584,1762,s2753,176,2025-07-30,Mobile
W10585,1371,s3553,20,2025-09-24,Mobile
W10586,952,s3862,154,2026-01-14,Laptop
W10587,1445,s6061,42,2025-07-19,TV
W10588,1327,s6157,92,2025-11-04,Tablet
W10589,726,s3445,101,2025-06-09,Mobile
W10590,232,s1619,25,2025-04-30,Mobile
W10591,1344,s8246,153,2025-03-19,TV
W10592,480,s5204,121,2025-05-10,Mobile
W10593,674,s1836,63,2026-02-14,Mobile
W10594,152,s3871,149,2025-08-30,TV
W10595,1633,s8282,115,2025-07-27,Mobile
W10596,379,s5956,25,2025-04-24,TV
W10597,767,s970,21,2025-12-03,Tablet
W10598,495,s4341,139,2025-07-09,Tablet
W10599,983,s2080,12,2025-11-11,Laptop
W10600,1536,s6928,38,2025-10-08,Mobile
W10601,1599,s7294,59,2025-10-28,TV
W10602,1625,s7834,121,2026-01-01,Laptop
W10603,1199,s2617,53,2025-07-05,Laptop
W10604,1256,s7541,112,2025-07-29,TV
W10605,1424,s6105,51,2026-02-06,TV
W10606,114,s4967,102,2026-02-22,Laptop
W10607,1291,s4049,180,2025-06-15,TV
W10608,1425,s419,39,2025-05-31,Tablet
W10609,834,s1116,10,2025-07-30,Mobile
W10610,376,s7232,70,2025-09-26,TV
W10611,818,s1497,143,2025-06-26,TV
W10612,672,s3853,102,2025-04-16,Laptop
W10613,1665,s8296,83,2025-12-22,TV
W10614,1226,s6996,13,2025-10-27,Tablet
W10615,1837,s2085,67,2025-05-06,TV
W10616,254,s474,128,2025-04-27,Laptop
W10617,1321,s6142,31,2025-12-15,Tablet
W10618,1889,s3836,81,2025-07-10,Laptop
W10619,1955,s5109,68,2025-10-21,Mobile
W10620,1062,s3145,90,2025-10-22,TV
W10621,364,s6655,93,2025-09-08,Laptop
W10622,364,s5365,61,2026-01-29,Mobile
W10623,187,s4240,115,2025-10-08,TV
W10624,250,s5488,107,2025-03-25,TV
W10625,514,s1693,87,2025-05-16,Laptop
W10626,381,s2661,169,2025-12-12,Mobile
W10627,1044,s4200,48,2025-12-08,TV
W10628,630,s4022,39,2025-04-02,TV
W10629,1248,s6466,139,2025-09-23,Mobile
W10630,326,s2721,129,2025-11-04,Tablet
W10631,1622,s3408,144,2025-06-11,TV
W10632,1819,s777,40,2025-11-05,Tablet
W10633,1839,s5267,126,2026-01-29,TV
W10634,1257,s3623,148,2025-04-26,Tablet
W10635,1440,s3210,97,2025-07-05,Mobile
W10636,1965,s4392,166,2025-05-02,Tablet
W10637,313,s2721,128,2025-04-09,Tablet
W10638,540,s8137,160,2025-06-05,Mobile
W10639,1167,s5209,70,2025-09-27,Tablet
W10640,1957,s6705,91,2025-03-30,Laptop
W10641,1047,s1890,165,2025-10-23,Tablet
W10642,467,s3502,57,2025-06-01,TV
W10643,1538,s4516,173,2025-07-15,TV
W10644,433,s3086,124,2025-07-26,TV
W10645,1675,s8710,88,2026-02-14,Mobile
W10646,578,s801,138,2026-02-13,Mobile
W10647,1995,s737,138,2025-11-01,Laptop
W10648,1499,s1179,118,2025-10-15,Tablet
W10649,1067,s2424,150,2025-07-14,Mobile
W10650,292,s2299,162,2025-10-13,Laptop
W10651,1271,s8648,175,2025-03-15,Tablet
W10652,1705,s4391,110,2025-09-21,Laptop
W10653,234,s3711,154,2025-07-16,Mobile
W10654,852,s2551,60,2025-07-07,Laptop
W10655,559,s4229,161,2025-05-19,Tablet
W10656,1685,s244,20,2026-01-24,Mobile
W10657,464,s7670,126,2026-01-29,Mobile
W10658,372,s7178,147,2025-05-16,Mobile
W10659,1943,s8728,136,2025-12-12,Tablet
W10660,328,s4868,36,2026-02-06,Laptop
W10661,1601,s2404,31,2025-10-16,TV
W10662,1806,s1989,116,2025-03-16,TV
W10663,1156,s7483,135,2025-08-09,Mobile
W10664,1153,s5907,96,2025-04-07,TV
W10665,1602,s5107,86,2025-10-31,TV
W10666,511,s8107,171,2025-10-15,TV
W10667,1599,s7159,139,2026-02-26,TV
W10668,702,s6508,65,2025-12-17,Tablet
W10669,1633,s3984,47,2026-03-03,TV
W10670,1140,s2077,92,2025-08-27,Mobile
W10671,1947,s6514,111,2025-09-24,Mobile
W10672,1324,s1391,19,2026-01-09,Mobile
W10673,233,s7312,125,2025-07-11,Mobile
W10674,1693,s5796,127,2025-12-03,TV
W10675,1328,s634,166,2026-02-04,Mobile
W10676,924,s3189,55,2026-01-27,TV
W10677,665,s8338,101,2025-12-29,Laptop
W10678,1775,s4581,121,2025-04-25,TV
W10679,636,s3547,146,2026-01-11,Laptop
W10680,467,s5382,71,2025-12-23,Laptop
W10681,889,s3225,178,2026-02-10,TV
W10682,1052,s8213,89,2026-03-06,Laptop
W10683,671,s4621,40,2025-10-01,TV
W10684,1318,s189,78,2025-06-27,Mobile
W10685,1003,s7798,139,2025-06-19,TV
W10686,269,s355,77,2025-03-21,TV
W10687,771,s5503,123,2026-02-06,Mobile
W10688,1977,s1619,144,2025-07-14,Mobile
W10689,383,s2858,110,2025-11-08,TV
W10690,272,s6362,26,2026-01-01,TV
W10691,1024,s5091,71,2025-04-15,TV
W10692,1511,s3966,60,2025-04-02,Tablet
W10693,1436,s1206,61,2025-06-01,Laptop
W10694,431,s5083,74,2026-03-04,TV
W10695,741,s8593,131,2025-08-19,TV
W10696,204,s673,157,2025-06-21,Tablet
W10697,1887,s7531,106,2025-05-10,Tablet
W10698,617,s4713,99,2025-04-30,Mobile
W10699,1360,s5640,44,2025-12-21,Mobile
W10700,1312,s5436,154,2025-08-11,TV
W10701,745,s1766,136,2025-10-19,Mobile
W10702,1982,s3295,134,2025-07-17,Mobile
W10703,1496,s2567,158,2025-10-24,TV
W10704,447,s6035,90,2025-04-04,Mobile
W10705,356,s3242,157,2025-05-20,Laptop
W10706,309,s4380,148,2025-06-29,Mobile
W10707,270,s1407,80,2025-07-12,TV
W10708,1375,s4010,91,2025-05-15,Tablet
W10709,1209,s830,80,2025-07-02,Tablet
W10710,678,s984,76,2025-07-31,Laptop
W10711,991,s4393,41,2025-08-20,Laptop
W10712,1197,s3328,164,2025-09-21,Mobile
W10713,1432,s1618,90,2025-12-27,Laptop
W10714,796,s6135,92,2025-11-15,Laptop
W10715,207,s5324,89,2025-08-05,Mobile
W10716,1091,s7230,168,2025-09-11,Tablet
W10717,1233,s6443,16,2025-05-20,Laptop
W10718,1753,s4356,48,2025-07-16,Tablet
W10719,1924,s4285,68,2025-06-23,Mobile
W10720,1433,s2516,116,2026-02-13,Tablet
W10721,1176,s5458,122,2026-01-04,TV
W10722,96,s5362,121,2025-08-04,TV
W10723,1939,s4457,103,2025-09-14,Tablet
W10724,696,s2819,98,2025-10-15,Tablet
W10725,1649,s416,145,2025-05-29,Laptop
W10726,868,s5490,130,2025-10-29,Mobile
W10727,1153,s7429,20,2025-05-04,Tablet
W10728,1405,s7024,18,2025-08-22,Tablet
W10729,1932,s527,97,2025-05-22,Laptop
W10730,809,s3037,168,2025-12-17,Tablet
W10731,1913,s5492,49,2025-08-26,Tablet
W10732,1967,s2927,17,2026-01-09,Tablet
W10733,1672,s6124,173,2025-12-21,Laptop
W10734,1184,s7856,169,2025-10-21,Laptop
W10735,473,s7976,125,2025-03-23,TV
W10736,790,s8027,91,2026-01-02,Tablet
W10737,1344,s1999,20,2025-04-01,Tablet
W10738,1561,s4834,12,2025-12-22,TV
W10739,1930,s7960,151,2025-03-22,Laptop
W10740,1750,s6607,103,2025-09-26,TV
W10741,759,s1195,76,2026-02-11,TV
W10742,859,s7920,111,2025-12-01,Mobile
W10743,472,s213,54,2025-07-27,Mobile
W10744,1720,s3472,14,2025-12-29,TV
W10745,778,s6397,64,2026-02-06,Laptop
W10746,1782,s4329,144,2026-02-01,Tablet
W10747,863,s411,150,2025-05-13,Tablet
W10748,1360,s7085,128,2025-11-04,Laptop
W10749,773,s7543,118,2025-11-15,Tablet
W10750,1847,s8443,156,2025-09-27,Mobile
W10751,1416,s5104,148,2025-07-31,Laptop
W10752,1294,s6031,157,2025-11-28,Mobile
W10753,789,s2981,92,2026-03-09,TV
W10754,1148,s3486,12,2025-12-29,Mobile
W10755,565,s6977,157,2025-10-23,Mobile
W10756,1727,s5743,106,2025-12-26,TV
W10757,484,s8679,92,2025-11-01,Laptop
W10758,321,s3467,118,2025-03-15,Laptop
W10759,904,s150,77,2025-11-02,Mobile
W10760,103,s4525,58,2025-04-17,Mobile
W10761,1931,s2121,129,2025-10-20,Laptop
W10762,608,s3061,91,2025-05-09,Laptop
W10763,1891,s8619,174,2025-04-28,Tablet
W10764,716,s5554,83,2026-02-27,Laptop
W10765,1710,s2755,62,2025-12-15,Mobile
W10766,1207,s6165,26,2025-12-07,Mobile
W10767,536,s712,147,2025-05-16,Tablet
W10768,343,s2579,100,2025-04-28,TV
W10769,68,s5559,33,2026-01-17,TV
W10770,1326,s6916,105,2026-02-03,Mobile
W10771,1463,s8745,68,2026-01-15,Mobile
W10772,1897,s506,169,2025-06-25,Mobile
W10773,1796,s5667,134,2025-12-19,Tablet
W10774,727,s680,25,2025-03-16,Mobile
W10775,1067,s6697,124,2025-08-11,Mobile
W10776,1266,s8005,134,2025-09-22,TV
W10777,278,s137,56,2025-08-31,Laptop
W10778,1188,s2686,39,2025-08-08,Laptop
W10779,517,s6489,179,2025-12-03,Laptop
W10780,264,s300,128,2025-12-21,Tablet
W10781,1159,s884,113,2026-03-02,Mobile
W10782,1223,s8063,140,2025-10-21,Tablet
W10783,940,s1381,18,2025-04-28,Tablet
W10784,1488,s261,44,2025-07-29,Tablet
W10785,569,s8119,177,2025-10-30,Laptop
W10786,1372,s6573,36,2026-01-29,Tablet
W10787,219,s5430,103,2026-02-09,Mobile
W10788,480,s5846,24,2025-04-22,Mobile
W10789,1879,s813,65,2025-12-08,Mobile
W10790,302,s285,42,2025-03-21,TV
W10791,48,s5835,116,2025-08-02,TV
W10792,365,s3280,126,2025-09-12,Tablet
W10793,1587,s8421,178,2025-06-30,Mobile
W10794,50,s8568,53,2025-06-07,TV
W10795,1401,s3138,69,2025-06-11,Mobile
W10796,146,s5179,84,2026-01-09,Tablet
W10797,567,s8745,142,2026-01-23,Laptop
W10798,633,s8570,86,2025-07-28,TV
W10799,1131,s7615,22,2025-04-11,Laptop
W10800,1257,s7190,126,2025-04-03,TV
W10801,1142,s2926,91,2026-02-03,TV
W10802,1209,s3861,68,2025-05-24,Laptop
W10803,1529,s4488,47,2025-10-17,Laptop
W10804,1749,s2879,178,2026-02-15,Mobile
W10805,1082,s6347,47,2025-03-29,Laptop
W10806,408,s3753,94,2025-10-01,Laptop
W10807,577,s5348,20,2025-10-21,Mobile
W10808,1692,s7044,107,2025-08-20,Tablet
W10809,1997,s7567,124,2025-07-07,TV
W10810,1147,s6334,24,2025-05-19,Mobile
W10811,7,s6161,41,2025-04-27,Laptop
W10812,359,s6950,34,2025-10-20,Laptop
W10813,232,s7416,95,2026-02-13,TV
